id;q007;tag1;tag2;tag3
7109;ParabÃnizo as/os atendentes do Detran do SAC Barra pela cordialidade na realizaÃÃo do atendimento.;elogio;atendimento;cordialidade
7109;Melhorar na fila os atendente chama sem senha a peixada;sugestao;atendimento;cordialidade
7104;Muito satisfeito,com a agilidade;elogio;atendimento;agilidade
7102;Ambiente e climatizaÃÃo satisfatÃrio.;elogio;infraestrutura;climatizacao
7101;Sac nos bairros mais movimentados e com estrutura social;reclamacao;infraestrutura;satisfacao
7100;O serviÃo prestado foi 1a via da carteira de identidade dos meus filhos, gÃmeos de 14 anos. Um filho foi atendido de maneira profissional, o outro filho nÃo foi. A atendente, uma mulher que parecia estar com implicÃ¢ncia com o colega de trabalho, sentado vizinho a ela, foi muito pouco educada, dificultou o atendimento. Hoje fui buscar a RG e notei 5 erros na escrita dos nomes. Ela realmente nÃo quer trabalhar para a SSP-BA;reclamacao;atendimento;cordialidade
7099;Excelente prestação de serviço. O agendamento evita aglomeração e organiza o atendimento. ;elogio;agendamento;organizacao
7097;Muito demorada a chamada;reclamacao;atendimento;agilidade
7097;Que seja estudado o uso WhatsApp para agendamento.;sugestao;atendimento;aplicativo
7096;Alguns atendentes poderiam ser mais bem treinados para alguns tipos de situações. ;reclamacao;atendimento;cordialidade
7095;Atendimento demorado mesmo com hora marcada ;reclamacao;atendimento;agilidade
7095;Deveria haver cadeiras de rodas no baco de atendimento para pessoas com dificudades de ocomoo ;sugestao;infraestrutura;conforto
7094;Melhoras no aplicativo , para podermos acessar e agendar com facilidades...;sugestao;atendimento;aplicativo
7092;O SAC Ã uma referÃncia de organizaÃÃo, eficiÃncia e conforto. Estou muito feliz em usar um serviÃo onde me sinto respeitada e priorizada ;elogio;infraestrutura;conforto
7091;Tudo ótimo, atendimento rapido gostei. ;elogio;atendimento;agilidade
7091;Por ser PRIORIDADE a chamada demorou demasiadamente. Pode ser revisto!;reclamacao;atendimento;agilidade
7088;O sistema ainda demora muita pra tÃ atendendo.;reclamacao;atendimento;agilidade
7087;Quanto ao elogio muito satisfeito, e graça a Deus por ter um órgão do governo que funciona;elogio;atendimento;satisfacao
7087;Treinamento para atendimento humanizado, gentil e cortÃs ao cidadÃo.;sugestao;atendimento;cordialidade
7084;Demora muito na entrega do documento.;reclamacao;atendimento;agilidade
7083;Demorei pra ser atendido porque me orientaram a ohar uma tea que chamava a senha que no era pro meu servio;reclamacao;atendimento;agilidade
7081;demora para agendar com detran, por exemplo.. 30 dias??;reclamacao;agendamento;agilidade
7080;Otimizar o aplicativo.;sugestao;atendimento;aplicativo
7078;Gostaria de deixar registrado a minha satisfaÃÃo em relaÃÃo ao atendimento e cordialidade,fui muito bem atendida.;elogio;atendimento;cordialidade
7077;Um pouco de desorganizaÃÃo na hora de ver as senhas tudo misturado e complica um pouco ;reclamacao;atendimento;organizacao
7076;Mais rapidez nos atendimentos ;sugestao;atendimento;agilidade
7075;Atendente grosseiro e mal humorado ;reclamacao;atendimento;cordialidade
7070;Demora no atendimento do pleito, no meu caso, cópia de processo ;reclamacao;atendimento;agilidade
7070;TREINAMENTO CONSTANTE PARA MANTER O NIVEL DE ATENDIMENTO;sugestao;atendimento;cordialidade
7067;Fui atendido com muita agilidade;elogio;atendimento;agilidade
7065;gostei do espaço do clima tudo uito bom;elogio;infraestrutura;climatizacao
7057;Otimo atendimento e super agil;elogio;atendimento;agilidade
7053;Ambiente climatizado e confortÃvel;elogio;infraestrutura;conforto
7050;Pra vÃrios outros serviÃos, como tirar 2 via do RG,  as datas simplesmente sÃo distantes, quando chegamos no sac estÃ praticamente vazio. Porque a demora nos agendamentos das datas se quando chegamos lÃ tÃ vazio? Tantos funcionÃrios pÃblicos sem fazer nada. Isso deveria ser fiscalizado, se Ã que vocÃs se importam nÃ.;sugestao;agendamento;agilidade
7049;Demora no atendimento ;reclamacao;atendimento;agilidade
7047;Tempo de espera as vezes demorado;reclamacao;atendimento;agilidade
7046;PRESTEZA E PONTUALIDADE NO ATENDIMENTO.;elogio;atendimento;pontualidade
7043;Taxa de serviÃos caro;reclamacao;atendimento;taxas cobradas
7043;Diminuir as taxas de serviÃo ;sugestao;atendimento;taxas cobradas
7041;Gostei muito da agilidade no atendimento;elogio;atendimento;agilidade
7039;Um pouco demorado para realizar o atendimento.;reclamacao;atendimento;agilidade
7038;No dia o sistema estava lendo e demorou bastante para ser chamada e nÃo gostei do aumento do valor da consulta  ;reclamacao;atendimento;agilidade
7037;E vcs precisam organizar os horários de agendamento;sugestao;agendamento;organizacao
7035;Colocar uma equipe de vistoria mais humana, ou realizar treinamentos com eles.;sugestao;atendimento;cordialidade
7035;ManutenÃÃo das poltronas;sugestao;infraestrutura;conforto
7031;Demora muito para atender, mesmo com hora marcada ;reclamacao;atendimento;agilidade
7030;Foi rspido, agil;elogio;atendimento;agilidade
7022;Ótima qualidade na agilidade do atendimento. ;elogio;atendimento;agilidade
7021;Presteza, polidez e agilidade no atendimento;elogio;atendimento;agilidade
7018;Aparecer no aplicativo previamente o dia que serÃ aberto as vagas;sugestao;atendimento;aplicativo
7018;DEVERIA SER GRATUITO, O ESTACIONAMENTO PARA QUEM VAI TER ATENDIMENTO NO SAC. ISSO SERIA CONFORTO.;sugestao;infraestrutura;conforto
7015;Com urgÃncia selecionar pessoas preparadas sem mau humor e que.possa.passar o.servico com clareza sem odio ;sugestao;atendimento;cordialidade
7013;Treinar mais um pouco os atendentes.  Obs. A moça que entrega os documentos é um amor de pessoa, trata muito bem as pessoas.;sugestao;atendimento;cordialidade
7008;Ãs vezes o atendimento demora mesmo com horÃrio marcado ;reclamacao;atendimento;agilidade
7005;Demorar na entregar ;reclamacao;atendimento;agilidade
7003;Deveria ter cadeiras do lado de fora para as pessoas ficarem no aguardo enquanto a unidade se encontrar fechado. Pq fica ruim as pessoas que tem filhos pequenos como eu fica horas e horas esperando em pÃ com crianÃa no colo. Deveria ter mais atenÃÃo em relaÃÃo a esse sentido. ;reclamacao;infraestrutura;conforto
7003;Ter uma cobertura e cadeiras no lado externo do posto de atendimento. E pensar mais na acessibilidade das pessoas. ;sugestao;infraestrutura;conforto
7002;A estrutura do posto de atendimento da clinica Ã horrÃ­vel .;reclamacao;infraestrutura;satisfacao
7000;infraestrutura nÃo Ã tÃo legal;reclamacao;infraestrutura;satisfacao
6999;A demora na entrega dá minha habilitação;reclamacao;atendimento;agilidade
6999;Demora no atendimento e a funcionÃria que me atendeu, demonstrou  muitas dÃºvidas.;reclamacao;atendimento;agilidade
6997;A mulher da recepÃÃo grossa;reclamacao;atendimento;cordialidade
6996;Demora para ser atendido e falta de informaÃÃo que o procedimento sÃ poderia ser feito em um posto especÃfico. ;reclamacao;atendimento;agilidade
6995;Melhorar a organização da fila que se forma na recepção. Já que tem horário agendados antecipados. ;sugestao;agendamento;organizacao
6992;Demora muito pelo preÃo que pagamos pelo documento;reclamacao;atendimento;agilidade
6989;DEMORA EM TUDO , DESDE A ENTRADA NO PROCESSO ATÉ A FINALIZAÇÃO;reclamacao;atendimento;agilidade
6989;Que todos os colaboradores passassem por um treinamento anual de como se comportar perante ao CidadÃo.;sugestao;atendimento;cordialidade
6988;Falta de conforto;reclamacao;infraestrutura;conforto
6986;Que o atendimento com hora marcada seja pontual;sugestao;atendimento;pontualidade
6986;utilizaÃÃo de banheiro para atendimento preferencial de pessoas que nÃo tem condiÃÃes de locomoÃÃo;sugestao;infraestrutura;banheiro
6982;A Coordenao existe para sanar e no criar embaraos ao usurio.  Quando tiver dvidas de suas atribuies deve procurar o superior imediato, para soucionar o probema e facitar a vida do cidado.  Treinamento e Atuaizao sempre.;sugestao;atendimento;cordialidade
6976;Parabenizar o atendimento e infraestrutura do local de atendimento.;elogio;infraestrutura;satisfacao
6975;Falta banheiro, e o ambiente é quente.;reclamacao;infraestrutura;climatizacao
6974;MUITA DEMORA  NO ATENDIMENTO ;reclamacao;atendimento;agilidade
6973;A recepÃÃo me orientou perfeitamente com relaÃÃo a utilizaÃÃo do aplicativo do sac que eu ainda nÃo conhecia e me orientou muito bem com todos os procedimentos tentando agilizar o mÃximo possÃ­vel. ;elogio;atendimento;agilidade
6970;AMPLIAR ÃREAS DE ATENDIMENTO;sugestao;atendimento;satisfacao
6968;Excelente atendimento, com agilidade. ;elogio;atendimento;agilidade
6967;Atendimento deve ser no horário agendado. A entrega poderia ser feita na hora.;sugestao;agendamento;agilidade
6965;Melhorias no app;sugestao;atendimento;aplicativo
6961;alguns atendentes de setores estÃo mal preparados;reclamacao;atendimento;cordialidade
6961;treinar os mais velhos.;sugestao;atendimento;cordialidade
6959;Deve os funcionÃrios ter um treinamento e orientado como deve proceder;sugestao;atendimento;cordialidade
6958;Desde que foi criado procuro resolver minhas necessidades no SAC, pela agilidade e comodidade.Abraços!!;elogio;atendimento;agilidade
6956;Muita demora para ser atendido, e muitos funcionÃrios para pouca gente sendo atendida ;reclamacao;atendimento;agilidade
6950;marcar tmbm fisicamente, nÃo so pelo aplicativo;sugestao;atendimento;aplicativo
6950;Melhorar o tempo de espera via telefone  para marcar os serviços do sac;sugestao;atendimento;agilidade
6948;A moça que tira a foto para a CNH era de um mau humor, um desdém no atendimento! Sei que é cansativo fazer a mesma coisa (tirar foto e coletar digitais) o dia todo, todos os dias, mas O CIDADÃO (nesse caso em especial, eu) não tenho culpa por ela estar cumprindo essa atribuição. Um sorriso ou apenas uma feição amigável sempre cai bem (pra quem faz e pra quem recebe).;reclamacao;atendimento;cordialidade
6947;Agora os atendentes do serviÃo prestado deveriam ser mais atencioso com as pessoas;reclamacao;atendimento;cordialidade
6946;Eficiência e agilidade no atendimento fiquei satisfeita com o atendimento.;elogio;atendimento;agilidade
6945;Tempo muito demorado entregar a CNH, digo ficar pronta. ;reclamacao;atendimento;agilidade
6944;Atendentes ma homoradas ;reclamacao;atendimento;cordialidade
6931;Que todos os atendente. Fosse como aqui. Atendeu  a minha filha muita educada educada maís sei que isso não é possível ;sugestao;atendimento;cordialidade
6925;Orientar melhor essas atendentes trata as pessoas muito mal;sugestao;atendimento;cordialidade
6921;O app deve ser mais claro nas marcações;sugestao;atendimento;aplicativo
6918;tive que pagar uma taxa extra por que minha cnh  da paraiba, pensei que a cnh era naciona, ja nao  barata a renovacao da cnh e ainda uma taxa extra, achei absurdo, tive que me dirigir 3 vezes(2 ao sac e 1 a uma cinica) para efetuar a minha renovacao e gastei 508, acho que para a reaidade da nossa sociedade  bem pouco visave isso. o exame medico devia ser feito no mesmo ugar e momento da foto, ate pq  um exame de menos de 3 minutos e aem de tudo nao aceitam pagamento em cartao.;reclamacao;atendimento;taxas cobradas
6916;Demora no atendimento, que ja foi previamente agendado com hora marcada.;reclamacao;agendamento;agilidade
6911;Demora o atendimento;reclamacao;atendimento;agilidade
6911;Melhorar como os processos internos. E colocar no app quando estiver exigindo cartÃes de vacina e etc. ;sugestao;atendimento;aplicativo
6906;Ampliar atendimento para depois das 18:00;sugestao;atendimento;satisfacao
6901;Demora muito verificaÃÃo problema app;reclamacao;atendimento;agilidade
6898;Limpo ambiente e organizado;elogio;infraestrutura;limpeza
6897;ParabÃns pela agilidade!!;elogio;atendimento;agilidade
6890;Taxas de serviÃos , mto altos;reclamacao;atendimento;taxas cobradas
6889;Equalizar tempo de espera. sistema por duas vezes em dias diferentes fica fora do ar, ocasionando atrasos.;sugestao;atendimento;agilidade
6882;De uma forma gera muito confortve. E eficiente.;elogio;infraestrutura;conforto
6877;Ampliar o horÃrio de funcionamento ;sugestao;atendimento;satisfacao
6874;Poderia melhorar a rapidez de chamar as senhas;sugestao;atendimento;agilidade
6873;no banco, demora e ainda no tem troco;reclamacao;atendimento;agilidade
6873;o atendimento da recepÃÃo do sac bela vista no dia 08/03 foi deplorÃvel. a atendente me questiou se eu sabia ler, pois o agendamento da foto tinha sido feito para o sac barra porem a foto sÃ poderia ser tirada no bela vista, pra qual eu recorri pra tentar um atendimento extra e fui questionada se sabia ler, por nao ter visto essa observaÃÃo no comprovante de pagamento.;reclamacao;atendimento;cordialidade
6867;acho pratico, confortável e muito bom.;elogio;infraestrutura;conforto
6867;O atendimento de alguns funcionÃrios Ã extremamente ruim ao ponto de muitas vezes fingir que nÃo estÃ nem ouvindo o que a gente tem a dizer. Mesmo com agendamento alguns atendimentos sÃo extremamente demorados por mais rÃpido que seja o serviÃo.;reclamacao;agendamento;agilidade
6865;A entrega do documento um pouco demorado ;reclamacao;atendimento;agilidade
6858;Senhas demoram muito ;reclamacao;atendimento;agilidade
6856;USAR  WHATSApp;sugestao;atendimento;aplicativo
6855;Bom atendimento e conforto;elogio;infraestrutura;conforto
6855;O reagendamento pelo aplicativo ,não estar satisfatório ,é necessário muitas tentativas  por muitos dias para conseguir;reclamacao;agendamento;aplicativo
6855;Os(as) atendentes poderiam ter ima escuta mais atenta. Ouvem, mas nÃo prestam atenÃÃo no que falamos.;reclamacao;atendimento;cordialidade
6855;Coloca um banheiro ao público dentro da unidade;sugestao;infraestrutura;banheiro
6855;Disponibilidade de um contato do SAC local para esclarecimentos, por exemplo no aplicativo não indica qual prazo que pegar os documentos;sugestao;atendimento;aplicativo
6852;Demora em ser atendido talvez fosse pela demanda.;reclamacao;atendimento;agilidade
6852;Treinar melhor o atendimento ao PCD;sugestao;atendimento;cordialidade
6849;Demorei para achar vaga no primeiro agendamento ;reclamacao;agendamento;agilidade
6848;Reduzir o tempo de espera.;sugestao;atendimento;agilidade
6848;Reduzir o tempo de espera.;sugestao;atendimento;agilidade
6846;Os atendentes so muito ma educados ;reclamacao;atendimento;cordialidade
6845;Os atendentes sÃo grossos e mal humorados ;reclamacao;atendimento;cordialidade
6844;Mais informaÃÃµes com clareza no App, sobre os detalhes de tudo em geral;sugestao;atendimento;aplicativo
6841;Parabenizo pela organização, pontualidade e agilidade na prestaçao do serviço.;elogio;atendimento;agilidade
6839;O valor das taxas muito caro;reclamacao;atendimento;taxas cobradas
6839;Diminuir os valores das taxas cobrado;sugestao;atendimento;taxas cobradas
6838;Fazer um treinamento de atendimento ao cliente para esses orgÃos conectados a justiÃa para nÃs termos um atendimento digno;sugestao;atendimento;cordialidade
6838;Só está faltando mais facilidade no app;sugestao;atendimento;aplicativo
6836;Atendimento muito cordial;elogio;atendimento;cordialidade
6836;Atendimento muito cordial;elogio;atendimento;cordialidade
6836;Atendimento muito cordial;elogio;atendimento;cordialidade
6836;Prezados.Gostaria de agradecer pela agilidade  e qualidade no atendimento.Marlene Santps Cardos;elogio;atendimento;agilidade
6832;O atendimento  maravihoso, pontua para o agendamento e  confortve a area de espera;elogio;infraestrutura;conforto
6832;"organizar o paine de chamadas de senhas de maneira mais gi, chamar cada senha at 3x e aps isso se o responsave nao aparecer entra para ""senhas chamadas"" o tempo de espera e repetio desorganiza demais.";sugestao;atendimento;agilidade
6829;o outro colaborador responsável pela fotografia, muito despojado, vestimenta fora do padrao, demora no atendimento e conversando com outros colegas no momento do atendimento ;reclamacao;atendimento;agilidade
6829;sugestão de treinamento para melhorar no atendimento e exigir uma padronização de uniforme na unidade, melhoraria muito;sugestao;atendimento;cordialidade
6828;Clima acolhedor e Cortez ;elogio;infraestrutura;climatizacao
6827;Fico muito satisfeito quando necessito utilizar os serviços do SAC Parabéns!!! ;elogio;atendimento;satisfacao
6821;o aplicativo do sac Ã ruim, demora de atualizar e os anexos nunca abrem ;reclamacao;atendimento;agilidade
6820;Mulher grosseira e rÃ­spida na parte do Seguro desemprego ela Ã atendente;reclamacao;atendimento;cordialidade
6820;Fazer um treinamento de EMPATIA COM ESSA MULHER ;sugestao;atendimento;cordialidade
6814;Mas quando agente chegar demora Pra se chamada a senha marcada se marcamos pra 10:30 vai chama 11:00 maia hora agente ta gestante e com criança de 3 anos ;reclamacao;atendimento;agilidade
6814;Assim como somos pontual antes do horário assim tem qui ser pontual o sistema no to falando quando o sistema cai e outra mesmo tendo senha marcada se esteve gestante ou com criança no colo recenacido e se chego antes do horário no custa nada atender;sugestao;agendamento;pontualidade
6808;Demora no atendimento;reclamacao;atendimento;agilidade
6808;deveria ter bebedouro de gua no oca;reclamacao;atendimento;bebedouro
6802;Atendentes com um astral melhor, jÃ ajudaria na espera pelo atendimento.;sugestao;atendimento;cordialidade
6801;Apenas o custo das taxas deveriam ser menores;sugestao;atendimento;taxas cobradas
6796;Agilidade e atendimento com respeito ;elogio;atendimento;agilidade
6796;A funcionaria que colhe assinaturas (a que me atendeu) foi grosseira quando a minha assinatura ultrapassou a linha superior;reclamacao;atendimento;cordialidade
6790;Particularmente eu gosto muito da organização do ambiente, é tudo muito bem limpo e creio que a maioria dos funcionários são gentis.;elogio;infraestrutura;limpeza
6786;Quando um filho ou pessoa for em buscar de qualquer serviÃo na unidade e tiver com um idoso que seja assegurado o direito a prioridade e um tratamento digno.;sugestao;atendimento;satisfacao
6783;Demora do ÃrgÃo detran em resolver falta de informaÃÃo da defesa prÃvia.;reclamacao;atendimento;agilidade
6781; AMBIENTE LIMPO.;elogio;infraestrutura;limpeza
6781;OS PROFISSIONAIS QUE ALI TRABALHAM DEVEM TER POSTURA PARA ATENDER OS USUARIS DOS SERVIÇOS OFERTADOS PELO SAC, OBSERVO MUITOS PROFISSIONAIS  GROSSEIROS E DESPEPERADOS PARA ATENDIMENTO AO PÚBLICO;reclamacao;atendimento;cordialidade
6774;Melhoria no aplicativo do sac;sugestao;atendimento;aplicativo
6770;Diminuir valor das taxas;sugestao;atendimento;taxas cobradas
6770;Esclarecimento da solicitaÃÃo via WhatsApp ou mesmo telefone, nÃo aparece o que foi resolvido ;sugestao;atendimento;aplicativo
6769;O atendimento da recepÃÃo Ã muito cordial. AlÃm disso, a equipe de atendimento Ã bastante eficiente.;elogio;atendimento;cordialidade
6768;A DEMORA PARA CHEGAR O DOCUMENTO;reclamacao;atendimento;agilidade
6764;Ampliar os serviÃos nos postos do interior;sugestao;atendimento;satisfacao
6763;Treinamento em relaÃÃes interpessoais;sugestao;atendimento;cordialidade
6758;A cadeira é confortável ;elogio;infraestrutura;conforto
6758;O segundo atendimento a recepcionista foi muito ignorante, mal educada, mal humorada, não sabe tratar as pessoas com educação e também não passou as informações adequadas  que eu precisava.;reclamacao;atendimento;cordialidade
6750;Agiizar a entrega do RG, que demorou.;sugestao;atendimento;agilidade
6747;O atendimento mÃdico da clÃ­nica conveniada Ã uma brincadeira;reclamacao;infraestrutura;conforto
6746;Ambiente confortÃvel ;elogio;infraestrutura;conforto
6746;Ambiente confortÃvel ;elogio;infraestrutura;conforto
6746;Ambiente confortÃvel ;elogio;infraestrutura;conforto
6746;Ambiente confortÃvel ;elogio;infraestrutura;conforto
6745;aumentar o ritmo de atendimento e assim o tempo de espera na realizaçãodos serviços;sugestao;atendimento;agilidade
6743;ParabÃns pelo ambiente e pela agilidade no atendimento do ÃrgÃo;elogio;atendimento;agilidade
6740;Infraestrutura boa. ;elogio;infraestrutura;satisfacao
6731;a demora no atendimento é muita.;reclamacao;atendimento;agilidade
6731;que usem alguns métodos para que o atendimento venha ser mas rapido.;sugestao;atendimento;agilidade
6731;Treinar recepÃÃo ;sugestao;atendimento;cordialidade
6730;Atendente com muita idade sem empatia peo cidado arrogante...;reclamacao;atendimento;cordialidade
6728;Ãtimo atendimento nÃo tenho o q reclama todas as vezes q fui o agendei fui bem tratada;elogio ;agendamento;cordialidade
6725;Atendimento cordial.;elogio;atendimento;cordialidade
6722;Demora muito a responder no aplicativo, meu RG já estava pronto e não recebi a msg no app.;reclamacao;atendimento;agilidade
6722;Aprimorar o app nesse ponto.;sugestao;atendimento;aplicativo
6717;Fazer valer o horário de agendamento sendo prioridade;sugestao;atendimento;satisfacao
6715;Pontualiade respeito e conforto das instalaÃÃes;elogio;infraestrutura;conforto
6711;Demora nas entregas e muita falta de atendimento por manutenção na minha região, Guanambi sudoeste do estado;reclamacao;atendimento;agilidade
6707;Demora de entrega dos documentos;reclamacao;atendimento;agilidade
6705;SERVIÃO BEM RAPIDO E DINAMICO PARA FAZER UM RG;elogio;atendimento;agilidade
6695;Agradecer ao atendimento e agilidade ;elogio;atendimento;agilidade
6694;Bom atendimento  e agilidade ;elogio;atendimento;agilidade
6694;Muito satisfeito pelo atendimento em geral que Deus abençoe a tds;elogio;atendimento;satisfacao
6693;Demora no atendimento pelo telefone;reclamacao;atendimento;agilidade
6691;Essas pessoas deveria passar por uma reciclagem  e tambÃm  treinamento  para prestar  um serviÃo  melhor;sugestao;atendimento;cordialidade
6685;a baconista me indicou o oca de espera errado, por esse motivo perdi minha senha e demorei de ser atendida;reclamacao;atendimento;agilidade
6685;sugiro que os baconistas sejam mehores treinados a respeito do oca de espera;sugestao;atendimento;cordialidade
6683;Um otimo atendimento,trabalhadores gentis educados, habiente limpo e organizado;elogio;infraestrutura;limpeza
6682;Quando melhor Ã o atendimento , agendamento , melhora o rapidez gerando mas satisfaÃÃo;sugestao;atendimento;agilidade
6677;treinar a recepÃÃo para ser mais resolutiva;sugestao;atendimento;cordialidade
6674;Bom humor ;sugestao;atendimento;cordialidade
6669;Local do SAC Ã muito bom, confortÃvel e seguro!;elogio;infraestrutura;conforto
6668;Atendimento rÃpido com agilidade por parte dos Atendentes.;elogio;atendimento;agilidade
6668;Muitas taxas por parte do Detran pra fazer qualquer tipo de alteraÃÃo na HabilitaÃÃo.;reclamacao;atendimento;taxas cobradas
6668;Baixar os valores das taxas dos ServiÃos do Detran.;sugestao;atendimento;taxas cobradas
6661;O APP NÃO DISPONIBILIZA DATAS PRÃXIMAS QUANDO SE REMARCA O AGENDAMENTO, SEMPRE Ã COM DASTAS APÃS 30 DIAS. DEMORA MUITO!;reclamacao;agendamento;agilidade
6657;Troca de colaboradores, quem nÃo quer estar em determinada funÃÃo, tem que abrir espaÃo para quem realmente gosta de atender pessoas.;sugestao;atendimento;agilidade
6655;a infraestrutura do SAC COMÃRCIO Ã PÃSSIMA, AMBIENTE SUJO, PISO QUEBRADO, SEM ACESSIBILDADE, CADEIRAS DESCONFORTÃVEIS, PAREDES SUJAS, POUCA SINALIZAÃÃO NA ENTRADA, ESCADA DE ACESSO PRECÃRIA;reclamacao;infraestrutura;conforto
6654;Bom atendimento, rapidez e ótima infraestrutura, melhor ainda com serviços através do APP!;elogio;infraestrutura;satisfacao
6654;O atendente deveria entregar o boleto jÃ com cÃdigo pra pagar com pix;reclamacao;atendimento;cordialidade
6653;ATENDIMENTO RAPIDO!;elogio;atendimento;agilidade
6650;Na hora de pegar o Rg que o atendimento demorou.;reclamacao;atendimento;agilidade
6649;Deveria comunicar as pessoas que não tem informações em relação,que o atendimento é agendado,poderiam ter uma propaganda na tv aberta algo do tipo ,.;sugestao;infraestrutura;conforto
6648;Se por algum motivo (falha no sistema , mudança de horário , etc) o agendamento for cancelado a minha sugestão é entrarem em contato com as pessoas por telefone e derem a oportunidade de remarcarem com prioridade e não simplesmente mandar a pessoa entrar no site novamente e reagendar como se nunca tivesse sido agendado, já a culpa não foi do usuário e sim da instituição. ;sugestao;atendimento;satisfacao
6646;Deveria ter um bebedouro pra as pessoas pudesse bebe Ãgua ;sugestao;infraestrutura;bebedouro
6641;O formato de agendamento ajuda a organização;elogio;agendamento;organizacao
6641;Rapidez e praticidade no atendimento ;elogio;atendimento;praticidade
6641;O sistema estava instável e o atendimento demorou mias do que o previsto;reclamacao;atendimento;agilidade
6638;Ambiente muito quente, Ã desconfortÃvel ;reclamacao;infraestrutura;climatizacao
6638;Colocar ar condicionado ;sugestao;infraestrutura;climatizacao
6637;Agilidade no atendimento e funcionários muito capacitados e educados com o público. ;elogio;atendimento;agilidade
6635;Mostrar fixada nos monitores a senha que estÃ em atendimento para que as pessoas possam ter uma ideia de quanto tempo falta para ser atendida e poder gerenciar melhor o seu tempo como no caso onde Ã nescessÃrio fazer saque de dinheiro para pagamentos das taxas ;sugestao;atendimento;taxas cobradas
6634;Demorou pra liberar no sistema a habilitaÃÃo, renovaÃÃo 30 dias antes de vencer e Ã-te a data de hj nÃo estÃ no sistema ;reclamacao;atendimento;agilidade
6632;, nÃo consigo mas acessar o aplicativo parou faz um tempo, poderia melhorar isso, sÃ dar que parou e nÃo abri, mas fora isso vocÃs sÃo excelente.;sugestao;atendimento;aplicativo
6631;Tava com 2 crianas demorou de mas;reclamacao;atendimento;agilidade
6631;Que seja por ordem de chegada injusto coar pessoas que chega na hora que quer na frente de quem j tem muito tempo esperando ;sugestao;atendimento;agilidade
6630;Processo demorado. Até hoje minha CNH não foi para a impressão e eu preciso dela para trabalhar. ;reclamacao;atendimento;agilidade
6629;Eu gostei muito do atendimento, super rapido;elogio;atendimento;agilidade
6619;Atendentes da foto estavam utilizando celular e conversando, o que fez o meu e outros atendimentos demorarem mais do que o necessÃrio ;reclamacao;atendimento;agilidade
6616;DÃ mais prioridade as mulheres porque tem vaga quando agente vai fazer a pesquisa de que Ã pra homem porque nÃo coloca no Sat que as vagas que tem Ã pra homem ag vc muita das vezes agente mulher perde tempo quando vai fazer uma pesquisa sÃ tem pra homem ;sugestao;atendimento;satisfacao
6613;baixar taxas de serviÃos em uns 15%;sugestao;atendimento;taxas cobradas
6609;Muito bom o atendimento e agilidade do serviço prestado.;elogio;atendimento;agilidade
6602;Ãtimo atendimento e agilidade ;elogio;atendimento;agilidade
6601;Agendamento rapido ;elogio;atendimento;agilidade
6599;Achei o atendimento bastante demorado.;reclamacao;atendimento;agilidade
6598;CAPACITAÇÃO E REORGANIZAÇÃO;sugestao;atendimento;organizacao
6597;O sistema de chamada por senha parou de funcionar para as senhas prioritÃrias e, os prioritÃrios nÃo foram chamados . O sistema travou e as pessoas responsÃveis pelo sistema demoraram a resolver. Foi necessÃrio mais de uma pessoa ir reclamar, para tomarem providencia. .;reclamacao;atendimento;agilidade
6595;Servido rapido e objetivo;elogio;atendimento;agilidade
6592;Ambiente muito bem climatizado, e as pessoas muito solicitas;elogio;infraestrutura;climatizacao
6592;Dispor de algum bebedouro de Ãgua, fiquei com sede o tempo todo e nÃo encontrei onde beber Ãgua.;sugestao;infraestrutura;bebedouro
6588;Na ida para coleta de digitais e foto a atendente me entregou a senha, mas nÃo ativou. Fiquei 1 hora aguardando ser chamado, quando voltei na recepÃÃo a atendente viu que nÃo estava ativa.;reclamacao;atendimento;cordialidade
6585;Que ela melhore o humor dela e Ã± queira descontar seus problemas nas pessoas que estÃo ali pra resolver seus problemas.;sugestao;atendimento;cordialidade
6579;Clinica que faz o Exame médico do Detran, externa ao SAC, muito deficiente, com fila, poucos lugares pra sentar, filas nos corredores, agendamento por horário de chegada, atendimento demorado, pagamento do exame apenas em dinheiro;reclamacao;agendamento;agilidade
6573;Atendente espec­fica do servio um pouco ma humorada.;reclamacao;atendimento;cordialidade
6565;Demorou um pouco pra eu set chamado, mesmo sendo hora e tendo chegado cedo.;reclamacao;atendimento;agilidade
6560;Agilidade e atenção;elogio;atendimento;agilidade
6557;Pouco funcionÃrios para uma demanda muito grande de pessoas que procuram as filas de espera pela chamada e enormes e muito demorada ;reclamacao;atendimento;agilidade
6545;Em minha opiniÃo demorar muito o agendamento no portal poderia ser mais rÃpido;reclamacao;agendamento;agilidade
6544;Grata pelo agilidade no atendimento;elogio;atendimento;agilidade
6544;Calcular melhor o tempo mÃdio de atendimento para que nÃo seja necessÃrio esperar uma hora e meia para ser atendido. Como foi o meu caso.;sugestao;atendimento;agilidade
6536;Biometria de rosto nÃo reconhecida no sistema do Detran. Segundo a atendente poderia ser a mudanÃa no cabelo, porÃm Biometria fÃcil reconhece traÃos do rosto nÃo um cabelo que estava preso.;reclamacao;atendimento;cordialidade
6535;Que as senhas prioritrias sejam intercaadas com as nossas para que o atendimento NO-prioritrio no demore.;sugestao;atendimento;agilidade
6534;Um banheiro dentro da estrutura para usurios;sugestao;infraestrutura;banheiro
